Customer_ID,Customer_Name,Gender,Age,City
CUST00136,Customer_136,Female,38,Mumbai
CUST00137,Customer_137,Female,19,Pune
CUST00138,Customer_138,Female,19,Chennai
CUST00139,Customer_139,Male,26,Hyderabad
CUST00140,Customer_140,Male,39,Bangalore
CUST00141,Customer_141,Male,60,Pune
CUST00142,Customer_142,Female,45,Chennai
CUST00143,Customer_143,Male,52,Pune
CUST00144,Customer_144,Male,33,Chennai
CUST00145,Customer_145,Female,37,Bangalore
CUST00146,Customer_146,Male,33,Chennai
CUST00147,Customer_147,Male,24,Mumbai
CUST00148,Customer_148,Male,54,Chennai
CUST00149,Customer_149,Female,22,Hyderabad
CUST00150,Customer_150,Male,32,Delhi
CUST00151,Customer_151,Female,51,Pune
CUST00152,Customer_152,Female,28,Delhi
CUST00153,Customer_153,Male,24,Bangalore
CUST00154,Customer_154,Male,49,Bangalore
CUST00155,Customer_155,Male,60,Chennai
CUST00156,Customer_156,Female,51,Hyderabad
CUST00157,Customer_157,Male,49,Mumbai
CUST00158,Customer_158,Female,30,Bangalore
CUST00159,Customer_159,Female,30,Chennai
CUST00160,Customer_160,Female,54,Bangalore
CUST00161,Customer_161,Female,26,Delhi
CUST00162,Customer_162,Male,59,Pune
CUST00163,Customer_163,Female,43,Mumbai
CUST00164,Customer_164,Female,46,Pune
CUST00165,Customer_165,Female,54,Bangalore
CUST00166,Customer_166,Female,53,Mumbai
CUST00167,Customer_167,Male,22,Delhi
CUST00168,Customer_168,Male,49,Chennai
CUST00169,Customer_169,Male,37,Delhi
CUST00170,Customer_170,Male,58,Mumbai
CUST00171,Customer_171,Male,49,Chennai
CUST00172,Customer_172,Female,57,Pune
CUST00173,Customer_173,Female,30,Bangalore
CUST00174,Customer_174,Female,19,Delhi
CUST00175,Customer_175,Male,25,Chennai
CUST00176,Customer_176,Male,39,Hyderabad
CUST00177,Customer_177,Female,20,Delhi
CUST00178,Customer_178,Male,47,Delhi
CUST00179,Customer_179,Male,27,Hyderabad
CUST00180,Customer_180,Female,37,Chennai
CUST00181,Customer_181,Male,25,Chennai
CUST00182,Customer_182,Male,21,Hyderabad
CUST00183,Customer_183,Female,33,Chennai
CUST00184,Customer_184,Female,58,Chennai
CUST00185,Customer_185,Female,20,Chennai
CUST00186,Customer_186,Female,47,Pune
CUST00187,Customer_187,Female,53,Pune
CUST00188,Customer_188,Male,39,Hyderabad
CUST00189,Customer_189,Male,29,Bangalore
CUST00190,Customer_190,Male,29,Mumbai
CUST00191,Customer_191,Female,21,Hyderabad
CUST00192,Customer_192,Female,19,Hyderabad
CUST00193,Customer_193,Male,25,Bangalore
CUST00194,Customer_194,Male,19,Bangalore
CUST00195,Customer_195,Male,35,Hyderabad
CUST00196,Customer_196,Male,37,Delhi
CUST00197,Customer_197,Female,35,Pune
CUST00198,Customer_198,Male,47,Mumbai
CUST00199,Customer_199,Male,33,Delhi
CUST00200,Customer_200,Female,29,Hyderabad
CUST00201,Customer_201,Female,20,Chennai
CUST00202,Customer_202,Male,20,Delhi
CUST00203,Customer_203,Female,25,Bangalore
CUST00204,Customer_204,Male,33,Bangalore
CUST00205,Customer_205,Female,60,Hyderabad
CUST00206,Customer_206,Female,33,Pune
CUST00207,Customer_207,Male,53,Mumbai
CUST00208,Customer_208,Male,37,Chennai
CUST00209,Customer_209,Female,39,Bangalore
CUST00210,Customer_210,Female,35,Pune
CUST00211,Customer_211,Female,45,Hyderabad
CUST00212,Customer_212,Male,45,Pune
CUST00213,Customer_213,Female,53,Mumbai
CUST00214,Customer_214,Female,42,Mumbai
CUST00215,Customer_215,Male,53,Pune
CUST00216,Customer_216,Female,52,Mumbai
CUST00217,Customer_217,Male,23,Bangalore
CUST00218,Customer_218,Female,26,Delhi
CUST00219,Customer_219,Female,48,Pune
CUST00220,Customer_220,Male,41,Hyderabad
CUST00221,Customer_221,Male,39,Pune
CUST00222,Customer_222,Male,27,Pune
CUST00223,Customer_223,Male,29,Bangalore
CUST00224,Customer_224,Male,41,Bangalore
CUST00225,Customer_225,Female,51,Bangalore
CUST00226,Customer_226,Male,25,Bangalore
CUST00227,Customer_227,Male,58,Chennai
CUST00228,Customer_228,Female,52,Delhi
CUST00229,Customer_229,Female,43,Bangalore
CUST00230,Customer_230,Female,34,Bangalore
CUST00231,Customer_231,Male,44,Mumbai
CUST00232,Customer_232,Female,36,Bangalore
CUST00233,Customer_233,Male,60,Chennai
CUST00234,Customer_234,Male,57,Bangalore
CUST00235,Customer_235,Male,37,Hyderabad
CUST00236,Customer_236,Female,47,Chennai
CUST00237,Customer_237,Female,31,Pune
CUST00238,Customer_238,Female,37,Hyderabad
CUST00239,Customer_239,Female,19,Bangalore
CUST00240,Customer_240,Female,36,Bangalore
CUST00241,Customer_241,Female,19,Hyderabad
CUST00242,Customer_242,Female,53,Mumbai
CUST00243,Customer_243,Male,36,Bangalore
CUST00244,Customer_244,Female,36,Hyderabad
CUST00245,Customer_245,Male,52,Chennai
CUST00246,Customer_246,Male,50,Delhi
CUST00247,Customer_247,Male,43,Pune
CUST00248,Customer_248,Male,58,Mumbai
CUST00249,Customer_249,Male,44,Pune
CUST00250,Customer_250,Male,33,Mumbai
CUST00251,Customer_251,Male,23,Pune
CUST00252,Customer_252,Male,39,Bangalore
CUST00253,Customer_253,Male,59,Delhi
CUST00254,Customer_254,Male,19,Chennai
CUST00255,Customer_255,Male,18,Mumbai
CUST00256,Customer_256,Female,20,Chennai
CUST00257,Customer_257,Male,52,Hyderabad
CUST00258,Customer_258,Male,27,Mumbai
CUST00259,Customer_259,Male,50,Mumbai
CUST00260,Customer_260,Male,24,Hyderabad
CUST00261,Customer_261,Female,53,Hyderabad
CUST00262,Customer_262,Male,30,Mumbai
CUST00263,Customer_263,Female,38,Mumbai
CUST00264,Customer_264,Female,29,Mumbai
CUST00265,Customer_265,Female,37,Pune
CUST00266,Customer_266,Male,25,Pune
CUST00267,Customer_267,Male,20,Bangalore
CUST00268,Customer_268,Male,39,Chennai
CUST00269,Customer_269,Female,49,Pune
CUST00270,Customer_270,Male,30,Pune
CUST00271,Customer_271,Female,54,Hyderabad
CUST00272,Customer_272,Female,49,Mumbai
CUST00273,Customer_273,Female,46,Hyderabad
CUST00274,Customer_274,Male,51,Bangalore
CUST00275,Customer_275,Female,28,Delhi
CUST00276,Customer_276,Female,57,Pune
CUST00277,Customer_277,Male,49,Mumbai
CUST00278,Customer_278,Female,19,Hyderabad
CUST00279,Customer_279,Female,59,Pune
CUST00280,Customer_280,Male,49,Delhi
CUST00281,Customer_281,Female,21,Bangalore
CUST00282,Customer_282,Male,36,Chennai
CUST00283,Customer_283,Female,35,Pune
CUST00284,Customer_284,Male,56,Delhi
CUST00285,Customer_285,Female,60,Mumbai
CUST00286,Customer_286,Male,53,Hyderabad
CUST00287,Customer_287,Male,25,Bangalore
CUST00288,Customer_288,Male,49,Chennai
CUST00289,Customer_289,Female,18,Hyderabad
CUST00290,Customer_290,Female,20,Delhi
CUST00291,Customer_291,Male,51,Pune
CUST00292,Customer_292,Male,34,Bangalore
CUST00293,Customer_293,Male,35,Delhi
CUST00294,Customer_294,Female,58,Delhi
CUST00295,Customer_295,Female,20,Mumbai
CUST00296,Customer_296,Male,56,Bangalore
CUST00297,Customer_297,Female,23,Delhi
CUST00298,Customer_298,Male,32,Bangalore
CUST00299,Customer_299,Female,43,Hyderabad
CUST00300,Customer_300,Male,35,Chennai
CUST00301,Customer_301,Male,23,Chennai
CUST00302,Customer_302,Male,29,Delhi
CUST00303,Customer_303,Male,45,Mumbai
CUST00304,Customer_304,Male,23,Hyderabad
CUST00305,Customer_305,Male,38,Chennai
CUST00306,Customer_306,Male,50,Bangalore
CUST00307,Customer_307,Male,38,Hyderabad
CUST00308,Customer_308,Male,48,Mumbai
CUST00309,Customer_309,Male,49,Chennai
CUST00310,Customer_310,Male,45,Chennai
CUST00311,Customer_311,Female,59,Delhi
CUST00312,Customer_312,Female,20,Pune
CUST00313,Customer_313,Male,36,Bangalore
CUST00314,Customer_314,Male,49,Chennai
CUST00315,Customer_315,Female,54,Mumbai
CUST00316,Customer_316,Female,47,Chennai
CUST00317,Customer_317,Female,57,Pune
CUST00318,Customer_318,Female,42,Chennai
CUST00319,Customer_319,Male,20,Mumbai
CUST00320,Customer_320,Female,46,Mumbai
CUST00321,Customer_321,Female,52,Bangalore
CUST00322,Customer_322,Male,54,Chennai
CUST00323,Customer_323,Female,23,Chennai
CUST00324,Customer_324,Female,36,Delhi
CUST00325,Customer_325,Female,41,Mumbai
CUST00326,Customer_326,Male,57,Delhi
CUST00327,Customer_327,Male,52,Delhi
CUST00328,Customer_328,Female,59,Bangalore
CUST00329,Customer_329,Female,32,Bangalore
CUST00330,Customer_330,Female,28,Bangalore
CUST00331,Customer_331,Male,55,Chennai
CUST00332,Customer_332,Male,60,Delhi
CUST00333,Customer_333,Male,31,Bangalore
CUST00334,Customer_334,Female,41,Pune
CUST00335,Customer_335,Male,40,Hyderabad
CUST00336,Customer_336,Female,45,Bangalore
CUST00337,Customer_337,Female,29,Delhi
CUST00338,Customer_338,Female,29,Bangalore
CUST00339,Customer_339,Female,38,Hyderabad
CUST00340,Customer_340,Male,18,Hyderabad
CUST00341,Customer_341,Male,59,Pune
CUST00342,Customer_342,Female,52,Mumbai
CUST00343,Customer_343,Female,44,Delhi
CUST00344,Customer_344,Female,27,Chennai
CUST00345,Customer_345,Male,59,Bangalore
CUST00346,Customer_346,Male,29,Chennai
CUST00347,Customer_347,Female,40,Chennai
CUST00348,Customer_348,Male,23,Mumbai
CUST00349,Customer_349,Female,47,Bangalore
CUST00350,Customer_350,Male,36,Hyderabad
CUST00351,Customer_351,Female,21,Chennai
CUST00352,Customer_352,Male,26,Mumbai
CUST00353,Customer_353,Male,43,Chennai
CUST00354,Customer_354,Female,42,Pune
CUST00355,Customer_355,Male,58,Bangalore
CUST00356,Customer_356,Female,24,Mumbai
CUST00357,Customer_357,Male,21,Chennai
CUST00358,Customer_358,Male,56,Bangalore
CUST00359,Customer_359,Male,27,Hyderabad
CUST00360,Customer_360,Male,42,Hyderabad
CUST00361,Customer_361,Female,60,Mumbai
CUST00362,Customer_362,Male,45,Chennai
CUST00363,Customer_363,Male,42,Mumbai
CUST00364,Customer_364,Female,25,Hyderabad
CUST00365,Customer_365,Male,46,Bangalore
CUST00366,Customer_366,Female,28,Bangalore
CUST00367,Customer_367,Male,33,Hyderabad
CUST00368,Customer_368,Male,22,Delhi
CUST00369,Customer_369,Male,27,Pune
CUST00370,Customer_370,Male,51,Delhi
CUST00371,Customer_371,Female,29,Pune
CUST00372,Customer_372,Male,45,Bangalore
CUST00373,Customer_373,Male,36,Delhi
CUST00374,Customer_374,Female,23,Pune
CUST00375,Customer_375,Male,54,Chennai
CUST00376,Customer_376,Female,60,Mumbai
CUST00377,Customer_377,Male,37,Mumbai
CUST00378,Customer_378,Female,48,Hyderabad
CUST00379,Customer_379,Female,48,Hyderabad
CUST00380,Customer_380,Male,30,Chennai
CUST00381,Customer_381,Male,33,Delhi
CUST00382,Customer_382,Female,34,Mumbai
CUST00383,Customer_383,Female,29,Pune
CUST00384,Customer_384,Male,43,Delhi
CUST00385,Customer_385,Female,54,Hyderabad
CUST00386,Customer_386,Male,44,Chennai
CUST00387,Customer_387,Female,26,Hyderabad
CUST00388,Customer_388,Female,51,Mumbai
CUST00389,Customer_389,Female,41,Hyderabad
CUST00390,Customer_390,Female,50,Delhi
CUST00391,Customer_391,Male,46,Mumbai
CUST00392,Customer_392,Female,55,Pune
CUST00393,Customer_393,Female,51,Delhi
CUST00394,Customer_394,Female,55,Delhi
CUST00395,Customer_395,Female,51,Pune
CUST00396,Customer_396,Male,47,Pune
CUST00397,Customer_397,Female,57,Delhi
CUST00398,Customer_398,Male,44,Delhi
CUST00399,Customer_399,Female,40,Chennai
CUST00400,Customer_400,Female,48,Chennai
CUST00401,Customer_401,Female,22,Mumbai
CUST00402,Customer_402,Male,44,Delhi
CUST00403,Customer_403,Male,43,Hyderabad
CUST00404,Customer_404,Male,56,Mumbai
CUST00405,Customer_405,Male,42,Pune
CUST00406,Customer_406,Female,32,Hyderabad
CUST00407,Customer_407,Female,33,Pune
CUST00408,Customer_408,Male,27,Hyderabad
CUST00409,Customer_409,Male,24,Pune
CUST00410,Customer_410,Female,49,Delhi
CUST00411,Customer_411,Female,25,Delhi
CUST00412,Customer_412,Female,32,Hyderabad
CUST00413,Customer_413,Male,60,Mumbai
CUST00414,Customer_414,Male,18,Hyderabad
CUST00415,Customer_415,Female,24,Mumbai
CUST00416,Customer_416,Male,36,Mumbai
CUST00417,Customer_417,Male,55,Hyderabad
CUST00418,Customer_418,Male,50,Pune
CUST00419,Customer_419,Female,55,Delhi
CUST00420,Customer_420,Male,55,Hyderabad
CUST00421,Customer_421,Female,59,Bangalore
CUST00422,Customer_422,Female,46,Delhi
CUST00423,Customer_423,Female,50,Delhi
CUST00424,Customer_424,Male,25,Bangalore
CUST00425,Customer_425,Male,55,Pune
CUST00426,Customer_426,Male,48,Pune
CUST00427,Customer_427,Female,34,Delhi
CUST00428,Customer_428,Female,18,Delhi
CUST00429,Customer_429,Male,45,Bangalore
CUST00430,Customer_430,Male,51,Bangalore
CUST00431,Customer_431,Female,33,Pune
CUST00432,Customer_432,Female,58,Delhi
CUST00433,Customer_433,Female,39,Bangalore
CUST00434,Customer_434,Male,52,Chennai
CUST00435,Customer_435,Female,52,Hyderabad
CUST00436,Customer_436,Male,53,Bangalore
CUST00437,Customer_437,Female,49,Pune
CUST00438,Customer_438,Female,52,Pune
CUST00439,Customer_439,Female,30,Hyderabad
CUST00440,Customer_440,Male,33,Chennai
CUST00441,Customer_441,Male,46,Delhi
CUST00442,Customer_442,Female,31,Bangalore
CUST00443,Customer_443,Male,48,Bangalore
CUST00444,Customer_444,Female,57,Hyderabad
CUST00445,Customer_445,Male,18,Delhi
CUST00446,Customer_446,Female,49,Delhi
CUST00447,Customer_447,Female,45,Hyderabad
CUST00448,Customer_448,Female,54,Hyderabad
CUST00449,Customer_449,Female,19,Mumbai
CUST00450,Customer_450,Male,29,Mumbai
CUST00451,Customer_451,Female,60,Mumbai
CUST00452,Customer_452,Male,50,Hyderabad
CUST00453,Customer_453,Female,19,Bangalore
CUST00454,Customer_454,Male,56,Mumbai
CUST00455,Customer_455,Female,42,Delhi
CUST00456,Customer_456,Female,34,Chennai
CUST00457,Customer_457,Female,37,Mumbai
CUST00458,Customer_458,Female,20,Pune
CUST00459,Customer_459,Male,53,Bangalore
CUST00460,Customer_460,Female,43,Pune
CUST00461,Customer_461,Female,52,Mumbai
CUST00462,Customer_462,Female,57,Chennai
CUST00463,Customer_463,Male,51,Chennai
CUST00464,Customer_464,Male,32,Bangalore
CUST00465,Customer_465,Male,31,Delhi
CUST00466,Customer_466,Male,59,Hyderabad
CUST00467,Customer_467,Male,55,Hyderabad
CUST00468,Customer_468,Male,41,Chennai
CUST00469,Customer_469,Female,54,Hyderabad
CUST00470,Customer_470,Female,49,Hyderabad
CUST00471,Customer_471,Male,44,Mumbai
CUST00472,Customer_472,Male,36,Delhi
CUST00473,Customer_473,Male,42,Mumbai
CUST00474,Customer_474,Female,44,Hyderabad
CUST00475,Customer_475,Male,29,Hyderabad
CUST00476,Customer_476,Female,24,Bangalore
CUST00477,Customer_477,Male,26,Pune
CUST00478,Customer_478,Female,26,Mumbai
CUST00479,Customer_479,Female,28,Mumbai
CUST00480,Customer_480,Male,58,Pune
CUST00481,Customer_481,Female,38,Chennai
CUST00482,Customer_482,Female,49,Bangalore
CUST00483,Customer_483,Male,58,Bangalore
CUST00484,Customer_484,Male,36,Chennai
CUST00485,Customer_485,Male,56,Pune
CUST00486,Customer_486,Male,24,Hyderabad
CUST00487,Customer_487,Male,27,Pune
CUST00488,Customer_488,Male,48,Hyderabad
CUST00489,Customer_489,Female,46,Delhi
CUST00490,Customer_490,Female,49,Chennai
CUST00491,Customer_491,Male,22,Chennai
CUST00492,Customer_492,Male,42,Chennai
CUST00493,Customer_493,Female,35,Pune
CUST00494,Customer_494,Female,60,Delhi
CUST00495,Customer_495,Male,30,Hyderabad
CUST00496,Customer_496,Female,19,Delhi
CUST00497,Customer_497,Male,50,Hyderabad
CUST00498,Customer_498,Female,60,Delhi
CUST00499,Customer_499,Male,36,Chennai
CUST00500,Customer_500,Male,19,Chennai
CUST00501,Customer_501,Female,53,Hyderabad
CUST00502,Customer_502,Male,45,Hyderabad
CUST00503,Customer_503,Male,34,Bangalore
CUST00504,Customer_504,Female,31,Pune
CUST00505,Customer_505,Male,49,Delhi
CUST00506,Customer_506,Male,59,Bangalore
CUST00507,Customer_507,Female,53,Chennai
CUST00508,Customer_508,Female,51,Bangalore
CUST00509,Customer_509,Female,27,Mumbai
CUST00510,Customer_510,Female,19,Mumbai
CUST00511,Customer_511,Male,27,Hyderabad
CUST00512,Customer_512,Male,54,Mumbai
CUST00513,Customer_513,Male,25,Mumbai
CUST00514,Customer_514,Male,45,Hyderabad
CUST00515,Customer_515,Male,40,Chennai
CUST00516,Customer_516,Female,55,Chennai
CUST00517,Customer_517,Female,21,Mumbai
CUST00518,Customer_518,Male,35,Bangalore
CUST00519,Customer_519,Female,41,Pune
CUST00520,Customer_520,Male,59,Mumbai
CUST00521,Customer_521,Female,58,Hyderabad
CUST00522,Customer_522,Female,54,Chennai
CUST00523,Customer_523,Female,49,Hyderabad
CUST00524,Customer_524,Female,60,Chennai
CUST00525,Customer_525,Male,49,Mumbai
CUST00526,Customer_526,Female,46,Mumbai
CUST00527,Customer_527,Male,52,Chennai
CUST00528,Customer_528,Male,59,Bangalore
CUST00529,Customer_529,Female,50,Pune
CUST00530,Customer_530,Female,45,Bangalore
CUST00531,Customer_531,Female,45,Chennai
CUST00532,Customer_532,Female,20,Delhi
CUST00533,Customer_533,Male,22,Chennai
CUST00534,Customer_534,Male,20,Bangalore
CUST00535,Customer_535,Female,59,Mumbai
CUST00536,Customer_536,Female,24,Delhi
CUST00537,Customer_537,Male,26,Bangalore
CUST00538,Customer_538,Female,54,Bangalore
CUST00539,Customer_539,Male,31,Hyderabad
CUST00540,Customer_540,Male,26,Mumbai
CUST00541,Customer_541,Male,33,Mumbai
CUST00542,Customer_542,Female,24,Mumbai
CUST00543,Customer_543,Male,35,Mumbai
CUST00544,Customer_544,Female,23,Mumbai
CUST00545,Customer_545,Male,19,Chennai
CUST00546,Customer_546,Male,37,Chennai
CUST00547,Customer_547,Male,51,Mumbai
CUST00548,Customer_548,Male,50,Mumbai
CUST00549,Customer_549,Female,41,Delhi
CUST00550,Customer_550,Female,26,Delhi
CUST00551,Customer_551,Female,57,Pune
CUST00552,Customer_552,Female,41,Pune
CUST00553,Customer_553,Male,60,Chennai
CUST00554,Customer_554,Female,25,Pune
CUST00555,Customer_555,Male,32,Mumbai
CUST00556,Customer_556,Male,50,Mumbai
CUST00557,Customer_557,Male,40,Bangalore
CUST00558,Customer_558,Female,46,Chennai
CUST00559,Customer_559,Female,45,Mumbai
CUST00560,Customer_560,Female,40,Hyderabad
CUST00561,Customer_561,Male,58,Bangalore
CUST00562,Customer_562,Female,41,Chennai
CUST00563,Customer_563,Male,41,Bangalore
CUST00564,Customer_564,Male,55,Mumbai
CUST00565,Customer_565,Male,24,Hyderabad
CUST00566,Customer_566,Female,37,Chennai
CUST00567,Customer_567,Female,23,Mumbai
CUST00568,Customer_568,Female,57,Chennai
CUST00569,Customer_569,Female,48,Bangalore
CUST00570,Customer_570,Male,41,Bangalore
CUST00571,Customer_571,Male,47,Delhi
CUST00572,Customer_572,Male,42,Bangalore
CUST00573,Customer_573,Female,30,Bangalore
CUST00574,Customer_574,Male,47,Pune
CUST00575,Customer_575,Male,24,Pune
CUST00576,Customer_576,Female,46,Bangalore
CUST00577,Customer_577,Male,52,Bangalore
CUST00578,Customer_578,Male,27,Mumbai
CUST00579,Customer_579,Male,24,Chennai
CUST00580,Customer_580,Female,32,Hyderabad
CUST00581,Customer_581,Male,25,Bangalore
CUST00582,Customer_582,Male,35,Pune
CUST00583,Customer_583,Male,57,Mumbai
CUST00584,Customer_584,Female,36,Chennai
CUST00585,Customer_585,Female,22,Delhi
CUST00586,Customer_586,Female,29,Pune
CUST00587,Customer_587,Male,24,Delhi
CUST00588,Customer_588,Female,58,Mumbai
CUST00589,Customer_589,Male,23,Pune
CUST00590,Customer_590,Female,25,Bangalore
CUST00591,Customer_591,Female,29,Pune
CUST00592,Customer_592,Male,41,Chennai
CUST00593,Customer_593,Female,58,Pune
CUST00594,Customer_594,Male,18,Mumbai
CUST00595,Customer_595,Female,27,Bangalore
CUST00596,Customer_596,Female,51,Chennai
CUST00597,Customer_597,Male,35,Hyderabad
CUST00598,Customer_598,Female,48,Delhi
CUST00599,Customer_599,Male,45,Bangalore
CUST00600,Customer_600,Male,22,Delhi
CUST00601,Customer_601,Female,56,Pune
CUST00602,Customer_602,Male,57,Mumbai
CUST00603,Customer_603,Female,26,Bangalore
CUST00604,Customer_604,Female,56,Chennai
CUST00605,Customer_605,Male,41,Pune
CUST00606,Customer_606,Female,22,Hyderabad
CUST00607,Customer_607,Male,20,Delhi
CUST00608,Customer_608,Female,53,Pune
CUST00609,Customer_609,Female,32,Pune
CUST00610,Customer_610,Female,53,Pune
CUST00611,Customer_611,Female,25,Chennai
CUST00612,Customer_612,Male,51,Chennai
CUST00613,Customer_613,Female,34,Pune
CUST00614,Customer_614,Female,32,Hyderabad
CUST00615,Customer_615,Female,52,Chennai
CUST00616,Customer_616,Male,48,Bangalore
CUST00617,Customer_617,Female,56,Mumbai
CUST00618,Customer_618,Male,45,Hyderabad
