Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Price,City,Total_Amount
ORD00037,CUST02287,02-04-2023,T-shirt,Fashion,3,13813,Bangalore,41439
ORD00038,CUST01456,16-01-2023,Headphones,Electronics,2,37191,Bangalore,74382
ORD00039,CUST02283,30-08-2023,T-shirt,Fashion,5,34450,Pune,172250
ORD00040,CUST03205,09-05-2022,Laptop,Electronics,2,45411,Mumbai,90822
ORD00041,CUST01345,24-02-2022,Tablet,Electronics,5,2470,Pune,12350
ORD00042,CUST02333,25-02-2023,Camera,Electronics,5,30525,Pune,152625
ORD00043,CUST02423,15-07-2023,Camera,Electronics,5,11248,Mumbai,56240
ORD00044,CUST02117,22-11-2022,Tablet,Electronics,3,36905,Chennai,110715
ORD00045,CUST02082,19-09-2022,T-shirt,Fashion,2,30920,Pune,61840
ORD00046,CUST02158,19-06-2023,Shoes,Fashion,2,31903,Chennai,63806
ORD00047,CUST01050,27-07-2022,Tablet,Electronics,2,46167,Hyderabad,92334
ORD00048,CUST02612,07-01-2023,Shoes,Fashion,1,12022,Bangalore,12022
ORD00049,CUST00666,19-06-2022,Camera,Electronics,1,2951,Delhi,2951
ORD00050,CUST02766,15-06-2023,Mobile,Electronics,2,33940,Pune,67880
ORD00051,CUST03097,15-12-2023,Laptop,Electronics,5,27826,Chennai,139130
ORD00052,CUST03473,10-10-2022,Shoes,Fashion,3,47833,Hyderabad,143499
ORD00053,CUST04668,20-03-2022,Mobile,Electronics,1,44601,Bangalore,44601
ORD00054,CUST01593,02-12-2022,Camera,Electronics,4,38808,Pune,155232
ORD00055,CUST01021,19-01-2023,Shoes,Fashion,2,950,Pune,1900
ORD00056,CUST04545,02-11-2023,Watch,Fashion,2,25807,Bangalore,51614
ORD00057,CUST03951,24-11-2022,T-shirt,Fashion,1,27726,Hyderabad,27726
ORD00058,CUST01490,01-10-2023,T-shirt,Fashion,2,38675,Hyderabad,77350
ORD00059,CUST04399,28-06-2023,Watch,Fashion,5,46721,Pune,233605
ORD00060,CUST01164,21-09-2023,Headphones,Electronics,5,48536,Chennai,242680
ORD00061,CUST02594,01-06-2022,Watch,Fashion,5,44796,Pune,223980
ORD00062,CUST01793,09-11-2022,Camera,Electronics,4,22270,Bangalore,89080
ORD00063,CUST04602,09-08-2023,Shoes,Fashion,3,20449,Hyderabad,61347
ORD00064,CUST04103,02-04-2022,Watch,Fashion,1,12058,Chennai,12058
ORD00065,CUST02740,07-10-2023,Headphones,Electronics,1,45704,Pune,45704
ORD00066,CUST03548,17-02-2022,Tablet,Electronics,2,3066,Hyderabad,6132
ORD00067,CUST02722,16-11-2023,Shoes,Fashion,5,36645,Chennai,183225
ORD00068,CUST01342,30-06-2022,T-shirt,Fashion,5,9705,Delhi,48525
ORD00069,CUST03766,09-10-2022,Camera,Electronics,1,46465,Mumbai,46465
ORD00070,CUST01318,20-03-2023,Tablet,Electronics,2,31763,Bangalore,63526
ORD00071,CUST00204,06-05-2023,Watch,Fashion,4,31220,Mumbai,124880
ORD00072,CUST03172,18-03-2022,Tablet,Electronics,1,14171,Hyderabad,14171
ORD00073,CUST01323,10-03-2022,Camera,Electronics,2,34769,Bangalore,69538
ORD00074,CUST02689,30-06-2023,Camera,Electronics,5,42713,Chennai,213565
ORD00075,CUST02022,30-07-2022,Camera,Electronics,1,38677,Bangalore,38677
ORD00076,CUST00105,19-10-2023,T-shirt,Fashion,3,32819,Hyderabad,98457
ORD00077,CUST01670,18-04-2023,T-shirt,Fashion,4,3867,Bangalore,15468
ORD00078,CUST03724,27-06-2023,Shoes,Fashion,1,43572,Mumbai,43572
ORD00079,CUST04662,14-08-2023,Camera,Electronics,1,7844,Pune,7844
ORD00080,CUST02032,29-07-2023,Mobile,Electronics,3,14266,Pune,42798
ORD00081,CUST04992,02-11-2022,T-shirt,Fashion,5,44056,Delhi,220280
ORD00082,CUST00305,26-11-2023,T-shirt,Fashion,4,37059,Chennai,148236
ORD00083,CUST03752,22-05-2022,Mobile,Electronics,5,45629,Delhi,228145
ORD00084,CUST04244,01-10-2022,Headphones,Electronics,5,46221,Pune,231105
ORD00085,CUST03369,25-01-2022,Headphones,Electronics,2,16044,Bangalore,32088
ORD00086,CUST00618,22-12-2023,T-shirt,Fashion,5,49061,Chennai,245305
ORD00087,CUST01606,06-09-2022,Shoes,Fashion,2,12980,Hyderabad,25960
ORD00088,CUST04362,10-12-2022,Watch,Fashion,5,45937,Bangalore,229685
ORD00089,CUST04948,27-02-2023,Mobile,Electronics,2,10218,Mumbai,20436
ORD00090,CUST00410,01-04-2022,Mobile,Electronics,5,40113,Hyderabad,200565
ORD00091,CUST01262,18-05-2023,Camera,Electronics,2,36886,Bangalore,73772
ORD00092,CUST02011,01-12-2022,Tablet,Electronics,1,44118,Chennai,44118
ORD00093,CUST01215,12-07-2023,Laptop,Electronics,3,40912,Bangalore,122736
ORD00094,CUST02824,09-04-2022,Tablet,Electronics,4,44624,Pune,178496
ORD00095,CUST03277,14-12-2022,Laptop,Electronics,4,29632,Chennai,118528
ORD00096,CUST02968,02-06-2023,Shoes,Fashion,5,19535,Bangalore,97675
ORD00097,CUST03118,07-09-2023,Mobile,Electronics,5,6717,Mumbai,33585
ORD00098,CUST02596,15-05-2022,Laptop,Electronics,2,24016,Hyderabad,48032
ORD00099,CUST01008,11-03-2022,Camera,Electronics,3,1807,Chennai,5421
ORD00100,CUST04136,17-10-2023,Camera,Electronics,5,36542,Bangalore,182710
ORD00101,CUST03842,22-12-2022,Tablet,Electronics,1,8352,Delhi,8352
ORD00102,CUST02374,29-09-2023,Watch,Fashion,1,12775,Delhi,12775
ORD00103,CUST01402,07-06-2022,Mobile,Electronics,2,1519,Chennai,3038
ORD00104,CUST01153,25-08-2022,Laptop,Electronics,1,36371,Chennai,36371
ORD00105,CUST00219,04-03-2023,Watch,Fashion,5,25127,Pune,125635
ORD00106,CUST04926,29-09-2022,Headphones,Electronics,2,25934,Chennai,51868
ORD00107,CUST04412,20-06-2023,Headphones,Electronics,4,29656,Pune,118624
ORD00108,CUST02154,23-06-2022,Tablet,Electronics,4,13823,Bangalore,55292
ORD00109,CUST03818,10-10-2023,Watch,Fashion,2,26931,Hyderabad,53862
ORD00110,CUST00800,02-03-2022,Shoes,Fashion,2,31402,Chennai,62804
ORD00111,CUST03903,02-07-2022,Shoes,Fashion,2,26083,Pune,52166
ORD00112,CUST01818,14-04-2023,Mobile,Electronics,2,27321,Delhi,54642
ORD00113,CUST00469,19-05-2022,Tablet,Electronics,1,29906,Bangalore,29906
ORD00114,CUST02346,19-08-2022,Watch,Fashion,1,6938,Hyderabad,6938
ORD00115,CUST00559,17-10-2023,Laptop,Electronics,1,25030,Mumbai,25030
ORD00116,CUST02167,22-03-2023,Laptop,Electronics,2,12051,Chennai,24102
ORD00117,CUST03311,22-02-2022,Shoes,Fashion,2,38937,Pune,77874
ORD00118,CUST00601,04-01-2023,Laptop,Electronics,1,18025,Hyderabad,18025
ORD00119,CUST04738,23-11-2022,Watch,Fashion,4,18747,Chennai,74988
ORD00120,CUST02608,16-09-2022,Laptop,Electronics,2,46750,Hyderabad,93500
ORD00121,CUST01886,07-12-2023,Headphones,Electronics,1,11303,Pune,11303
ORD00122,CUST04770,13-03-2022,Watch,Fashion,4,10561,Chennai,42244
ORD00123,CUST03214,30-05-2023,Headphones,Electronics,4,44668,Delhi,178672
ORD00124,CUST04718,28-11-2022,Tablet,Electronics,5,25026,Delhi,125130
ORD00125,CUST02144,26-02-2022,Headphones,Electronics,1,28298,Bangalore,28298
ORD00126,CUST04213,08-10-2022,Mobile,Electronics,4,6633,Bangalore,26532
ORD00127,CUST01909,23-02-2023,Headphones,Electronics,4,36343,Hyderabad,145372
ORD00128,CUST02618,26-07-2022,Headphones,Electronics,3,34733,Mumbai,104199
ORD00129,CUST00363,28-03-2023,Camera,Electronics,5,30918,Delhi,154590
ORD00130,CUST03486,12-08-2023,Mobile,Electronics,3,21956,Bangalore,65868
ORD00131,CUST01214,22-12-2023,Shoes,Fashion,4,17126,Chennai,68504
ORD00132,CUST03439,13-09-2023,Watch,Fashion,1,10772,Bangalore,10772
ORD00133,CUST03519,09-12-2023,Headphones,Electronics,2,32032,Hyderabad,64064
ORD00134,CUST00791,17-05-2023,Shoes,Fashion,4,9064,Hyderabad,36256
ORD00135,CUST04068,25-09-2022,Headphones,Electronics,4,22872,Delhi,91488
ORD00136,CUST00964,06-11-2022,Headphones,Electronics,1,49498,Chennai,49498
ORD00137,CUST02208,12-06-2022,Laptop,Electronics,4,1328,Pune,5312
ORD00138,CUST00641,14-03-2023,T-shirt,Fashion,1,48754,Chennai,48754
ORD00139,CUST02283,20-03-2022,Laptop,Electronics,3,26057,Mumbai,78171
ORD00140,CUST01084,24-11-2023,Camera,Electronics,1,34096,Bangalore,34096
ORD00141,CUST01190,20-04-2022,Camera,Electronics,3,6887,Pune,20661
ORD00142,CUST04858,17-06-2022,Watch,Fashion,3,21429,Bangalore,64287
ORD00143,CUST03422,02-03-2023,T-shirt,Fashion,1,37893,Delhi,37893
ORD00144,CUST04378,17-08-2023,Shoes,Fashion,5,37962,Hyderabad,189810
ORD00145,CUST01664,17-03-2023,Tablet,Electronics,1,9598,Chennai,9598
ORD00146,CUST03901,07-10-2023,Tablet,Electronics,4,25895,Chennai,103580
ORD00147,CUST03202,11-08-2023,Mobile,Electronics,1,4229,Bangalore,4229
ORD00148,CUST04102,28-06-2023,Tablet,Electronics,4,10870,Hyderabad,43480
ORD00149,CUST04247,28-05-2022,Headphones,Electronics,2,18471,Bangalore,36942
ORD00150,CUST03432,09-11-2022,Watch,Fashion,2,31017,Pune,62034
ORD00151,CUST02904,14-05-2022,Headphones,Electronics,2,4658,Hyderabad,9316
ORD00152,CUST00334,28-05-2023,Tablet,Electronics,5,30956,Mumbai,154780
ORD00153,CUST02262,22-09-2023,Camera,Electronics,4,29288,Mumbai,117152
ORD00154,CUST01482,19-09-2023,Shoes,Fashion,5,21373,Bangalore,106865
ORD00155,CUST03803,13-11-2023,Laptop,Electronics,1,44614,Hyderabad,44614
ORD00156,CUST02147,20-08-2023,Mobile,Electronics,3,44711,Chennai,134133
ORD00157,CUST03981,22-04-2022,Tablet,Electronics,3,20198,Mumbai,60594
ORD00158,CUST00765,19-08-2023,Shoes,Fashion,5,27117,Chennai,135585
ORD00159,CUST00502,13-08-2022,Headphones,Electronics,2,47266,Chennai,94532
ORD00160,CUST00703,08-03-2023,Camera,Electronics,4,28469,Delhi,113876
ORD00161,CUST03356,19-01-2023,Mobile,Electronics,4,28400,Bangalore,113600
ORD00162,CUST03823,21-04-2023,Shoes,Fashion,4,14671,Pune,58684
ORD00163,CUST01961,10-04-2022,Laptop,Electronics,2,31195,Hyderabad,62390
ORD00164,CUST00770,02-01-2022,T-shirt,Fashion,4,25688,Delhi,102752
ORD00165,CUST04780,25-07-2022,Mobile,Electronics,3,11618,Chennai,34854
ORD00166,CUST02758,01-10-2022,Tablet,Electronics,4,45194,Hyderabad,180776
ORD00167,CUST04665,18-10-2023,Laptop,Electronics,1,1681,Chennai,1681
ORD00168,CUST01132,29-01-2023,Tablet,Electronics,5,45042,Chennai,225210
ORD00169,CUST03563,09-07-2023,Shoes,Fashion,1,47598,Pune,47598
ORD00170,CUST02900,11-12-2022,Shoes,Fashion,4,36889,Bangalore,147556
ORD00171,CUST03684,12-02-2023,Tablet,Electronics,2,10269,Hyderabad,20538
ORD00172,CUST01436,15-12-2022,Camera,Electronics,5,43408,Hyderabad,217040
ORD00173,CUST00790,13-06-2022,Headphones,Electronics,3,30540,Chennai,91620
ORD00174,CUST02650,24-07-2022,Mobile,Electronics,2,24963,Pune,49926
ORD00175,CUST02601,15-01-2022,Tablet,Electronics,3,2671,Mumbai,8013
ORD00176,CUST01438,10-04-2023,Camera,Electronics,3,20492,Bangalore,61476
ORD00177,CUST00522,25-03-2022,Tablet,Electronics,2,20206,Delhi,40412
ORD00178,CUST00767,28-10-2022,Watch,Fashion,5,23562,Bangalore,117810
ORD00179,CUST00358,20-12-2023,Laptop,Electronics,4,38118,Chennai,152472
ORD00180,CUST04414,07-06-2023,Laptop,Electronics,4,31954,Hyderabad,127816
ORD00181,CUST01357,27-10-2023,Laptop,Electronics,3,17406,Hyderabad,52218
ORD00182,CUST04373,30-05-2022,Watch,Fashion,5,32893,Chennai,164465
ORD00183,CUST00752,17-03-2022,Laptop,Electronics,4,27586,Bangalore,110344
ORD00184,CUST03282,30-11-2022,Mobile,Electronics,3,19815,Mumbai,59445
ORD00185,CUST03037,16-01-2023,Shoes,Fashion,1,38466,Delhi,38466
ORD00186,CUST02328,18-04-2022,Mobile,Electronics,4,32402,Bangalore,129608
ORD00187,CUST01111,30-05-2023,T-shirt,Fashion,5,35729,Hyderabad,178645
ORD00188,CUST01378,15-08-2022,Mobile,Electronics,5,47892,Bangalore,239460
ORD00189,CUST01362,28-09-2023,Shoes,Fashion,3,20296,Delhi,60888
ORD00190,CUST04508,30-10-2022,T-shirt,Fashion,1,27296,Bangalore,27296
ORD00191,CUST03202,13-05-2023,T-shirt,Fashion,5,8527,Hyderabad,42635
ORD00192,CUST04776,16-01-2023,Shoes,Fashion,2,10877,Mumbai,21754
ORD00193,CUST00957,11-09-2023,Watch,Fashion,4,4112,Bangalore,16448
ORD00194,CUST03068,11-08-2022,Tablet,Electronics,1,22063,Bangalore,22063
ORD00195,CUST03063,10-11-2022,Mobile,Electronics,2,28529,Delhi,57058
ORD00196,CUST03251,22-04-2022,Shoes,Fashion,3,19524,Delhi,58572
ORD00197,CUST00005,30-07-2022,Watch,Fashion,5,10397,Delhi,51985
ORD00198,CUST03975,08-02-2022,Laptop,Electronics,5,10595,Chennai,52975
ORD00199,CUST04767,06-11-2022,Headphones,Electronics,4,3408,Bangalore,13632
ORD00200,CUST00825,13-07-2022,Mobile,Electronics,4,25713,Pune,102852
ORD00201,CUST02689,09-10-2023,Camera,Electronics,5,22851,Chennai,114255
ORD00202,CUST02999,09-02-2022,Shoes,Fashion,2,6252,Delhi,12504
ORD00203,CUST01568,17-05-2022,Camera,Electronics,3,5014,Hyderabad,15042
ORD00204,CUST02594,26-07-2023,Shoes,Fashion,5,25467,Pune,127335
ORD00205,CUST01223,27-07-2022,Shoes,Fashion,5,35193,Hyderabad,175965
ORD00206,CUST02593,30-04-2023,Camera,Electronics,1,10984,Mumbai,10984
ORD00207,CUST01498,24-04-2023,T-shirt,Fashion,3,8434,Bangalore,25302
ORD00208,CUST03635,20-03-2022,Tablet,Electronics,1,49263,Delhi,49263
ORD00209,CUST03667,16-03-2023,Watch,Fashion,3,29665,Hyderabad,88995
ORD00210,CUST01603,17-02-2022,Camera,Electronics,4,41413,Pune,165652
ORD00211,CUST04751,28-01-2022,Laptop,Electronics,1,42769,Chennai,42769
ORD00212,CUST04747,22-09-2022,Laptop,Electronics,1,17208,Bangalore,17208
ORD00213,CUST03102,01-10-2023,Watch,Fashion,1,45861,Pune,45861
ORD00214,CUST02818,14-06-2023,Tablet,Electronics,4,17266,Delhi,69064
ORD00215,CUST04805,13-09-2023,Watch,Fashion,1,11300,Delhi,11300
ORD00216,CUST00060,04-04-2022,Mobile,Electronics,2,1478,Pune,2956
ORD00217,CUST02786,03-07-2023,Camera,Electronics,2,4433,Bangalore,8866
ORD00218,CUST01181,25-11-2022,Shoes,Fashion,1,4033,Bangalore,4033
ORD00219,CUST02843,14-08-2022,Shoes,Fashion,3,27630,Delhi,82890
ORD00220,CUST00745,05-01-2022,Tablet,Electronics,4,36445,Chennai,145780
ORD00221,CUST04266,28-05-2022,Headphones,Electronics,1,10197,Pune,10197
ORD00222,CUST02462,17-07-2022,Camera,Electronics,2,1717,Bangalore,3434
ORD00223,CUST03607,17-02-2023,Camera,Electronics,3,26947,Hyderabad,80841
ORD00224,CUST00860,20-04-2022,Watch,Fashion,5,2015,Bangalore,10075
ORD00225,CUST01700,14-02-2022,Camera,Electronics,5,1205,Mumbai,6025
ORD00226,CUST03406,10-06-2022,Watch,Fashion,3,45924,Mumbai,137772
ORD00227,CUST03107,13-06-2023,Mobile,Electronics,3,44275,Delhi,132825
ORD00228,CUST00614,30-05-2023,Laptop,Electronics,5,40085,Pune,200425
ORD00229,CUST04321,30-06-2023,Tablet,Electronics,4,48417,Hyderabad,193668
ORD00230,CUST03217,10-02-2022,Mobile,Electronics,4,36183,Mumbai,144732
ORD00231,CUST00379,08-10-2023,Shoes,Fashion,3,11521,Hyderabad,34563
ORD00232,CUST01181,17-04-2023,T-shirt,Fashion,3,48302,Pune,144906
ORD00233,CUST02762,23-06-2022,Tablet,Electronics,5,18884,Hyderabad,94420
ORD00234,CUST02870,27-10-2022,Camera,Electronics,4,19682,Chennai,78728
ORD00235,CUST03417,08-03-2022,Laptop,Electronics,1,6634,Pune,6634
ORD00236,CUST03497,23-03-2023,Tablet,Electronics,2,3280,Mumbai,6560
ORD00237,CUST04410,20-01-2023,T-shirt,Fashion,1,29933,Hyderabad,29933
ORD00238,CUST03431,13-10-2023,Tablet,Electronics,4,8826,Hyderabad,35304
ORD00239,CUST00701,21-05-2023,Shoes,Fashion,4,28333,Bangalore,113332
ORD00240,CUST03607,19-03-2023,Camera,Electronics,3,37101,Delhi,111303
ORD00241,CUST01461,12-09-2022,Headphones,Electronics,4,48070,Pune,192280
ORD00242,CUST00481,22-01-2023,Watch,Fashion,5,23773,Chennai,118865
ORD00243,CUST02409,25-06-2022,Watch,Fashion,3,19340,Bangalore,58020
ORD00244,CUST03723,08-03-2022,Tablet,Electronics,2,21464,Bangalore,42928
ORD00245,CUST00184,25-12-2022,Laptop,Electronics,4,29071,Chennai,116284
ORD00246,CUST03900,16-10-2023,Camera,Electronics,4,44158,Hyderabad,176632
ORD00247,CUST01928,31-03-2022,Mobile,Electronics,2,2516,Pune,5032
ORD00248,CUST02413,26-10-2022,Watch,Fashion,2,24858,Chennai,49716
ORD00249,CUST03418,04-11-2023,T-shirt,Fashion,5,18391,Pune,91955
ORD00250,CUST02632,09-01-2022,Watch,Fashion,1,40162,Pune,40162
ORD00251,CUST03439,29-04-2023,Tablet,Electronics,5,19603,Hyderabad,98015
ORD00252,CUST01640,19-05-2023,Watch,Fashion,2,47573,Mumbai,95146
ORD00253,CUST01218,20-08-2022,T-shirt,Fashion,4,23558,Delhi,94232
ORD00254,CUST04542,04-02-2022,Tablet,Electronics,5,30838,Hyderabad,154190
ORD00255,CUST04308,17-12-2023,Headphones,Electronics,3,15271,Hyderabad,45813
ORD00256,CUST00694,26-06-2023,Mobile,Electronics,4,33483,Hyderabad,133932
ORD00257,CUST03811,13-10-2022,Camera,Electronics,3,16825,Pune,50475
ORD00258,CUST04841,27-04-2022,Watch,Fashion,1,22561,Pune,22561
ORD00259,CUST04057,19-11-2022,Watch,Fashion,2,25529,Mumbai,51058
ORD00260,CUST04245,04-10-2022,Camera,Electronics,3,39561,Delhi,118683
ORD00261,CUST01735,02-02-2023,T-shirt,Fashion,4,38008,Chennai,152032
ORD00262,CUST03769,03-03-2023,Laptop,Electronics,4,6576,Bangalore,26304
ORD00263,CUST01514,28-04-2023,Headphones,Electronics,4,37928,Bangalore,151712
ORD00264,CUST00724,12-06-2023,Tablet,Electronics,2,27886,Hyderabad,55772
ORD00265,CUST04684,06-06-2022,Watch,Fashion,3,23946,Mumbai,71838
ORD00266,CUST02869,29-11-2023,Shoes,Fashion,2,19159,Bangalore,38318
ORD00267,CUST02437,18-08-2022,Camera,Electronics,3,4213,Bangalore,12639
ORD00268,CUST02850,17-05-2022,Headphones,Electronics,1,29943,Delhi,29943
ORD00269,CUST00008,26-07-2022,Camera,Electronics,4,3183,Pune,12732
ORD00270,CUST03657,02-04-2022,Mobile,Electronics,3,25593,Delhi,76779
ORD00271,CUST04488,16-09-2022,Mobile,Electronics,4,33611,Chennai,134444
ORD00272,CUST01506,01-06-2023,Laptop,Electronics,2,34540,Chennai,69080
ORD00273,CUST04508,25-07-2023,Tablet,Electronics,5,41441,Pune,207205
ORD00274,CUST03862,22-07-2023,Camera,Electronics,1,45081,Pune,45081
ORD00275,CUST00349,26-02-2023,Headphones,Electronics,1,33225,Chennai,33225
ORD00276,CUST01524,01-10-2023,Camera,Electronics,4,20954,Delhi,83816
ORD00277,CUST03663,11-09-2023,Watch,Fashion,2,6452,Pune,12904
ORD00278,CUST00117,10-06-2022,T-shirt,Fashion,2,13698,Delhi,27396
ORD00279,CUST03386,29-09-2022,T-shirt,Fashion,5,5051,Bangalore,25255
ORD00280,CUST04353,31-01-2022,Tablet,Electronics,3,8561,Chennai,25683
ORD00281,CUST00383,18-07-2023,Camera,Electronics,5,14657,Bangalore,73285
ORD00282,CUST04842,18-07-2022,Mobile,Electronics,4,46812,Bangalore,187248
ORD00283,CUST00363,18-02-2022,Headphones,Electronics,3,42284,Bangalore,126852
ORD00284,CUST01047,22-01-2023,Headphones,Electronics,4,36868,Pune,147472
ORD00285,CUST04057,15-07-2023,Headphones,Electronics,4,43035,Delhi,172140
ORD00286,CUST01807,13-12-2023,T-shirt,Fashion,3,49489,Delhi,148467
ORD00287,CUST01414,04-01-2023,Laptop,Electronics,2,14571,Chennai,29142
ORD00288,CUST01549,26-09-2022,Tablet,Electronics,4,22154,Pune,88616
ORD00289,CUST00158,24-12-2022,Tablet,Electronics,4,43931,Mumbai,175724
ORD00290,CUST02094,29-08-2023,Shoes,Fashion,1,21187,Pune,21187
ORD00291,CUST04739,19-11-2022,Headphones,Electronics,4,27508,Bangalore,110032
ORD00292,CUST03472,19-04-2023,T-shirt,Fashion,2,26209,Hyderabad,52418
ORD00293,CUST01277,14-04-2023,T-shirt,Fashion,5,10152,Pune,50760
ORD00294,CUST01712,08-01-2023,Laptop,Electronics,2,33186,Bangalore,66372
ORD00295,CUST01490,31-12-2022,Watch,Fashion,3,7825,Chennai,23475
ORD00296,CUST03617,02-02-2022,Watch,Fashion,4,4085,Pune,16340
ORD00297,CUST01145,05-05-2022,Tablet,Electronics,4,23295,Bangalore,93180
ORD00298,CUST04752,03-11-2022,Mobile,Electronics,3,16619,Pune,49857
ORD00299,CUST00324,05-06-2022,Camera,Electronics,3,45852,Chennai,137556
ORD00300,CUST02925,28-01-2023,Tablet,Electronics,2,28131,Pune,56262
ORD00301,CUST03860,24-09-2023,Watch,Fashion,3,1128,Mumbai,3384
ORD00302,CUST00889,22-06-2022,Tablet,Electronics,2,4766,Delhi,9532
ORD00303,CUST04030,05-02-2022,Camera,Electronics,2,47065,Mumbai,94130
ORD00304,CUST01265,01-03-2023,Watch,Fashion,3,2975,Delhi,8925
ORD00305,CUST04496,09-08-2023,Laptop,Electronics,4,43141,Mumbai,172564
ORD00306,CUST01169,26-10-2022,T-shirt,Fashion,2,18442,Bangalore,36884
ORD00307,CUST01567,10-03-2022,Headphones,Electronics,1,6320,Delhi,6320
ORD00308,CUST02973,29-10-2023,Mobile,Electronics,2,42207,Chennai,84414
ORD00309,CUST04047,14-11-2023,Headphones,Electronics,2,21897,Mumbai,43794
ORD00310,CUST00948,22-07-2022,T-shirt,Fashion,2,13548,Delhi,27096
ORD00311,CUST01212,17-02-2023,Camera,Electronics,4,23977,Hyderabad,95908
ORD00312,CUST02267,28-05-2022,Camera,Electronics,5,22704,Bangalore,113520
ORD00313,CUST04280,17-02-2022,Camera,Electronics,4,45111,Hyderabad,180444
ORD00314,CUST01030,27-04-2023,Tablet,Electronics,3,14822,Chennai,44466
ORD00315,CUST01672,11-07-2023,Headphones,Electronics,3,10014,Chennai,30042
ORD00316,CUST02201,27-05-2022,Watch,Fashion,4,1866,Hyderabad,7464
ORD00317,CUST03112,27-12-2022,Watch,Fashion,4,34054,Hyderabad,136216
ORD00318,CUST01942,15-07-2023,Tablet,Electronics,2,27449,Delhi,54898
ORD00319,CUST01876,14-02-2023,T-shirt,Fashion,5,33697,Bangalore,168485
ORD00320,CUST04614,30-03-2022,T-shirt,Fashion,2,17404,Hyderabad,34808
ORD00321,CUST04748,12-07-2023,Watch,Fashion,4,22749,Hyderabad,90996
ORD00322,CUST04883,11-05-2022,Tablet,Electronics,4,19737,Hyderabad,78948
ORD00323,CUST01763,30-04-2023,Camera,Electronics,4,24965,Pune,99860
ORD00324,CUST02053,04-12-2023,Watch,Fashion,1,45371,Pune,45371
ORD00325,CUST04883,28-08-2022,Camera,Electronics,5,18302,Chennai,91510
ORD00326,CUST03332,06-04-2023,Headphones,Electronics,1,33525,Pune,33525
ORD00327,CUST04707,19-06-2022,Laptop,Electronics,1,26363,Pune,26363
ORD00328,CUST00826,15-04-2023,Laptop,Electronics,5,26683,Bangalore,133415
